City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,kasongo-lunda,-6.4667,16.8167,86.77,28,15,3.06,CD,1690821056
277,jayapura,-2.5333,140.7,78.19,90,89,3.33,ID,1690821008
278,badger,64.8,-147.5333,64.51,83,75,0.0,US,1690821056
279,rikaze,29.25,88.8833,62.82,53,100,6.87,CN,1690821056
280,mumford,5.2618,-0.759,76.82,89,99,12.68,GH,1690821057
281,kodiak,57.79,-152.4072,56.71,88,100,0.0,US,1690821057
282,chonchi,-42.6128,-73.8092,54.61,84,100,16.62,CL,1690821057
283,dhidhdhoo,6.8833,73.1,83.17,76,100,14.14,MV,1690821057
284,petoskey,45.3733,-84.9553,74.82,70,75,8.99,US,1690821058
285,maracaibo,10.6317,-71.6406,93.31,53,78,6.55,VE,1690821055
286,fort mcmurray,56.7268,-111.381,67.59,88,100,8.05,CA,1690820814
287,gambiran satu,-8.3939,114.1464,71.24,94,83,1.61,ID,1690821064
288,westport,41.1415,-73.3579,83.98,51,0,10.36,US,1690821064
289,caconda,-13.7333,15.0667,71.91,21,62,5.44,AO,1690821065
290,lodwar,3.1191,35.5973,88.68,39,93,4.99,KE,1690821065
291,ta`u,-14.2336,-169.5144,80.47,78,82,11.21,AS,1690821065
292,mramani,-12.3464,44.5286,76.5,76,7,2.37,KM,1690821065
293,port macquarie,-31.4333,152.9167,50.9,90,1,5.93,AU,1690820866
294,likasi,-10.9814,26.7333,70.23,25,69,2.95,CD,1690821066
295,ola,59.5833,151.2833,55.15,86,100,3.42,RU,1690821066
296,bulayevo,54.9056,70.4439,66.31,74,65,1.34,KZ,1690821066
297,datong,40.0936,113.2914,68.77,96,36,5.17,CN,1690821067
298,al mutayrifi,25.4788,49.5576,109.74,20,9,6.62,SA,1690821067
299,usinsk,65.9939,57.5281,72.55,61,56,7.34,RU,1690821067
300,nemuro,43.3236,145.575,58.89,100,99,6.51,JP,1690821067
301,irbit,57.6705,63.071,67.26,74,90,5.08,RU,1690821068
302,dudinka,69.4058,86.1778,61.63,80,13,11.68,RU,1690821068
303,cova figueira,14.8905,-24.2934,76.15,80,27,6.67,CV,1690821068
304,solnechnyy,50.7214,136.6319,66.7,84,100,6.2,RU,1690820960
305,porto novo,6.4965,2.6036,80.42,84,95,11.68,BJ,1690821069
306,tual,-5.6667,132.75,78.33,86,47,20.24,ID,1690821069
307,laurentides,46.4334,-74.9826,62.71,37,33,9.89,CA,1690821069
308,fuglafjordur,62.244,-6.814,55.87,89,99,9.86,FO,1690821070
309,puerto san jose,13.9256,-90.8244,87.44,62,34,6.93,GT,1690821070
310,carrigaline,51.8117,-8.3986,65.95,72,40,14.97,IE,1690821070
311,thunder bay,48.4001,-89.3168,64.38,77,100,2.3,CA,1690820872
312,cabedelo,-6.9811,-34.8339,84.87,68,9,17.49,BR,1690820915
313,pudozh,61.8099,36.5345,61.54,96,97,3.91,RU,1690821071
314,kolonia,50.9333,6.95,68.58,78,100,12.66,DE,1690821047
315,egilsstadir,65.2653,-14.3948,55.31,62,75,6.91,IS,1690821072
316,mao,39.8885,4.2658,82.96,57,20,6.91,ES,1690821072
317,cockburn town,21.4612,-71.1419,84.15,78,70,14.61,TC,1690821072
318,tenenkou,14.4572,-4.9169,99.93,29,44,7.0,ML,1690821072
319,celestun,20.8667,-90.4,83.53,75,100,5.26,MX,1690821073
320,bac lieu,9.285,105.7244,79.48,88,100,8.21,VN,1690821073
321,dryden,49.7833,-92.7503,66.49,72,100,4.61,CA,1690821073
322,talnakh,69.4865,88.3972,61.21,80,9,3.98,RU,1690821073
323,saint-philippe,-21.3585,55.7679,69.39,86,37,13.35,RE,1690821074
324,yantarnyy,54.8717,19.9381,66.06,75,80,16.28,RU,1690821074
325,novyy urgal,51.0736,132.5642,66.4,85,100,7.23,RU,1690821074
326,ketchikan,55.3422,-131.6461,59.47,88,100,6.91,US,1690821075
327,touros,-5.1989,-35.4608,83.68,61,4,20.22,BR,1690821075
328,lompoc,34.6391,-120.4579,81.79,100,40,0.0,US,1690821075
329,ivdel',60.6911,60.4206,63.39,70,76,2.21,RU,1690821076
330,sijunjung,-0.6876,100.9537,72.57,95,99,1.03,ID,1690821076
331,lahad datu,5.0268,118.327,77.7,86,6,2.95,MY,1690821076
332,adrar,20.5022,-10.0711,106.0,16,7,8.75,MR,1690821077
333,englewood,39.6478,-104.9878,84.34,63,40,5.75,US,1690820870
334,tippi,7.2,35.45,64.78,98,100,1.88,ET,1690821077
335,al hawatah,13.4167,34.6333,83.21,60,91,16.69,SD,1690821078
336,xilin hot,43.9667,116.0333,70.16,86,100,9.73,CN,1690821078
337,yamada,39.4667,141.95,73.87,87,100,4.25,JP,1690821078
338,vorkuta,67.5,64.0,66.87,67,61,3.62,RU,1690821078
339,palikir - national government center,6.9248,158.1611,82.56,72,96,4.03,FM,1690821079
340,okoneshnikovo,54.8377,75.0834,66.29,73,80,2.95,RU,1690821079
341,port augusta,-32.5,137.7667,49.77,83,0,5.86,AU,1690821079
342,sorong,-0.8833,131.25,78.01,89,52,7.56,ID,1690821080
343,albu kamal,34.45,40.9186,98.82,14,0,8.97,SY,1690821081
344,waingapu,-9.6567,120.2641,73.71,88,37,8.77,ID,1690821081
345,palmas,-10.2128,-48.3603,93.07,33,0,13.8,BR,1690821007
346,acajutla,13.5928,-89.8275,88.9,60,27,7.14,SV,1690821082
347,salinas,36.6777,-121.6555,67.01,84,100,3.44,US,1690821082
348,santo antonio,-6.3106,-35.4789,88.92,42,9,16.78,BR,1690821083
349,port alfred,-33.5906,26.891,55.18,67,41,8.99,ZA,1690821083
350,heze,35.2431,115.4411,79.27,94,46,10.27,CN,1690820836
351,pimentel,-6.8367,-79.9342,75.49,69,100,16.11,PE,1690821084
352,belyy yar,53.6039,91.3903,67.89,73,0,2.24,RU,1690821084
353,tirumullaivasal,11.2333,79.8333,84.29,72,100,12.37,IN,1690821084
354,meraux,29.933,-89.9498,96.04,59,75,13.8,US,1690821085
355,lata,40.1629,-8.3327,84.49,43,0,13.44,PT,1690821085
356,bako,5.7833,36.5667,67.62,75,93,3.18,ET,1690821085
357,praia da vitoria,38.7333,-27.0667,82.65,78,40,5.79,PT,1690821086
358,leava,-14.3,-178.1667,79.52,79,82,4.21,WF,1690821086
359,nieuw amsterdam,5.8833,-55.0833,93.02,64,10,10.87,SR,1690821086
360,jiazi,22.8779,116.067,80.35,86,89,5.08,CN,1690821087
361,reggane,26.7158,0.1714,118.36,4,0,13.4,DZ,1690821087
362,placido de castro,-10.3353,-67.1856,99.32,23,8,2.19,BR,1690821087
363,boende,-0.2167,20.8667,81.14,62,90,2.35,CD,1690821088
364,ampanihy,-24.7,44.75,64.51,53,3,5.97,MG,1690821088
365,sanctuary point,-35.1114,150.629,56.32,62,0,10.6,AU,1690821088
366,ponta delgada,37.7333,-25.6667,82.51,94,40,10.36,PT,1690821088
367,sechura,-5.5569,-80.8222,80.89,56,8,11.39,PE,1690821089
368,verkhnevilyuysk,63.4453,120.3167,46.54,63,0,3.87,RU,1690821089
369,severo-yeniseyskiy,60.3725,93.0408,59.63,96,19,1.79,RU,1690821089
370,roma,43.2128,-75.4557,73.38,71,40,10.36,US,1690821090
371,mar del plata,-38.0023,-57.5575,60.82,69,0,6.91,AR,1690820881
372,orosei,40.3798,9.6929,85.78,35,0,9.08,IT,1690821090
373,santa maria do para,-1.3503,-47.5756,87.98,60,4,5.77,BR,1690821090
374,geraldton,-28.7667,114.6,48.61,93,0,8.05,AU,1690821091
375,heinola,61.2056,26.0381,68.0,75,87,6.24,FI,1690820993
376,tucupita,9.0622,-62.051,97.0,38,23,6.46,VE,1690821091
377,lorengau,-2.0226,147.2712,81.91,84,99,9.78,PG,1690821092
378,dunedin,-45.8742,170.5036,50.81,50,40,8.99,NZ,1690821089
379,pisco,-13.7,-76.2167,69.85,73,100,8.05,PE,1690820822
380,la passe,45.5549,-0.8967,77.23,67,19,15.57,FR,1690821092
381,carbondale,37.7273,-89.2168,84.06,65,0,9.22,US,1690820586
382,retford,53.3221,-0.9432,64.51,78,98,14.0,GB,1690821093
383,sao desiderio,-12.3633,-44.9733,92.41,23,61,9.01,BR,1690821093
384,enid,36.3956,-97.8784,102.97,48,0,12.66,US,1690821083
385,sirur,18.8333,74.3833,73.92,87,99,15.97,IN,1690821094
386,kingscliff,-28.2667,153.5667,57.0,94,15,4.61,AU,1690821094
387,qamdo,31.1667,97.2333,46.72,82,100,2.08,CN,1690821094
388,colonia,50.9333,6.95,68.58,77,100,12.66,DE,1690820834
389,merizo village,13.2658,144.6691,83.98,90,100,7.72,GU,1690821095
390,susuman,62.7833,148.1667,46.29,91,100,4.18,RU,1690821095
391,anamur,36.0751,32.8369,83.1,67,0,11.27,TR,1690821095
392,bocaiuva,-17.1078,-43.815,80.31,31,0,7.45,BR,1690820887
393,kupang,-10.1667,123.5833,74.73,81,6,11.27,ID,1690821020
394,selibaby,15.159,-12.1829,95.09,42,63,6.62,MR,1690821096
395,binhe,32.6883,112.8275,79.03,92,50,5.06,CN,1690821096
396,sokcho,38.2083,128.5911,75.81,78,63,2.3,KR,1690821096
397,iskateley,67.6803,53.1512,74.1,61,27,8.75,RU,1690821097
398,whitby,54.4877,-0.615,61.0,88,100,5.01,GB,1690821097
399,panacan,9.2463,118.4082,79.92,86,67,5.5,PH,1690821097
400,beichengqu,40.4394,113.1536,67.39,97,40,4.23,CN,1690821098
401,namtsy,62.7161,129.6658,54.54,57,93,11.88,RU,1690821098
402,broome,42.2506,-75.833,76.69,63,20,6.91,US,1690821098
403,port-gentil,-0.7193,8.7815,75.16,78,100,12.66,GA,1690821099
404,gadzhiyevo,69.2551,33.3362,53.01,88,78,11.52,RU,1690821099
405,kemi,65.8596,24.8228,71.37,56,0,6.91,FI,1690821099
406,jagna,9.6531,124.3697,80.47,85,16,10.83,PH,1690821099
407,coyhaique,-45.5752,-72.0662,38.23,100,100,3.29,CL,1690821100
408,prince rupert,54.3161,-130.3201,59.09,94,75,2.3,CA,1690821100
409,aykhal,66.0,111.5,53.13,41,0,5.86,RU,1690821100
410,nueva gerona,21.8833,-82.8,90.77,54,20,7.45,CU,1690821100
411,mahina,-17.5065,-149.489,71.37,83,20,2.3,PF,1690821101
412,flin flon,54.7682,-101.865,71.44,64,40,5.75,CA,1690821101
413,mammoth lakes,37.6485,-118.9721,71.35,32,0,4.61,US,1690821017
414,soe,-9.8607,124.284,62.98,89,39,6.26,ID,1690821102
415,hausjarvi,60.7833,24.9333,68.13,77,83,6.31,FI,1690821102
416,verkhniy baskunchak,48.2256,46.7217,85.32,26,40,7.0,RU,1690821102
417,vila franca do campo,37.7167,-25.4333,82.2,79,59,5.48,PT,1690821103
418,salahonda,2.1019,-78.7217,80.67,80,100,12.33,CO,1690821103
419,cam pha mines,21.0167,107.3,79.39,88,100,0.78,VN,1690821103
420,morant bay,17.8815,-76.4093,92.71,66,34,11.34,JM,1690821107
421,bontang,0.1333,117.5,78.37,88,13,6.06,ID,1690821107
422,el aioun,34.5832,-2.5061,94.71,21,0,11.48,MA,1690821107
423,kaitong,44.8135,123.15,78.19,80,100,13.13,CN,1690821108
424,traipu,-9.9706,-37.0033,83.97,54,35,12.62,BR,1690821108
425,kruisfontein,-34.0033,24.7314,49.89,76,99,22.75,ZA,1690821108
426,arenapolis,-14.4503,-56.8461,99.28,18,0,3.87,BR,1690820887
427,remire-montjoly,4.9167,-52.2667,87.84,62,75,8.05,GF,1690821109
428,crane,31.3974,-102.3501,92.05,36,55,17.96,US,1690821002
429,malango,-2.9627,119.9001,65.61,94,36,2.28,ID,1690821109
430,awjilah,29.1081,21.2869,95.86,21,0,14.09,LY,1690821110
431,piti village,13.4626,144.6933,84.31,85,75,8.05,GU,1690821110
432,ilhabela,-23.7781,-45.3581,71.92,74,45,4.34,BR,1690821036
433,port douglas,-16.4833,145.4667,68.68,82,46,9.28,AU,1690821110
434,ampere,-25.915,-53.4728,78.57,50,5,2.42,BR,1690821111
435,san luis de la loma,17.2706,-100.8939,88.86,58,89,6.33,MX,1690821111
436,ozersk,55.7556,60.7028,65.71,80,100,4.52,RU,1690821111
437,boquira,-12.8231,-42.7306,85.46,33,52,6.29,BR,1690821111
438,mesquite,32.7668,-96.5992,101.82,40,0,5.75,US,1690820455
439,bopolu,7.0667,-10.4875,78.1,87,92,5.97,LR,1690821112
440,muscat,23.6139,58.5922,87.82,64,4,6.55,OM,1690821090
441,plastun,44.7561,136.2939,65.52,90,62,3.0,RU,1690821112
442,grottammare,42.9888,13.8649,87.66,54,25,4.32,IT,1690821113
443,severnoye,56.3491,78.3619,64.2,87,81,3.8,RU,1690821113
444,fort st. john,56.2499,-120.8529,55.29,100,100,6.91,CA,1690820753
445,mount isa,-20.7333,139.5,62.37,48,30,12.66,AU,1690821113
446,brisas de zicatela,15.8369,-97.0419,91.92,58,40,8.05,MX,1690821113
447,kistelek,46.4725,19.9797,81.93,47,23,8.01,HU,1690821114
448,tukrah,32.5341,20.5791,82.56,70,0,13.11,LY,1690821114
449,holualoa,19.6228,-155.9522,72.86,70,40,8.01,US,1690821114
450,itaituba,-4.2761,-55.9836,95.16,49,20,11.5,BR,1690821115
451,carutapera,-1.195,-46.02,86.56,60,8,10.83,BR,1690821115
452,cabo san lucas,22.8909,-109.9124,94.17,49,0,5.75,MX,1690820957
453,betio village,1.358,172.9211,77.04,86,100,8.19,KI,1690821115
454,rudbar,30.15,62.6,99.12,10,0,12.12,AF,1690821115
455,broadstairs,51.3591,1.4394,63.59,87,100,3.0,GB,1690821116
456,popayan,2.4382,-76.6132,71.69,56,99,4.5,CO,1690821078
457,zhumysker,49.3333,49.4,81.23,30,10,2.95,KZ,1690821116
458,voss,60.623,6.4229,68.54,67,73,3.06,NO,1690821117
459,gaiman,-43.2897,-65.4929,52.43,64,100,27.63,AR,1690821117
460,bomi,7.2461,-11.5258,79.21,86,100,5.84,SL,1690821117
461,amlapura,-8.45,115.6167,75.69,85,76,2.91,ID,1690821118
462,newcastle west,52.4492,-9.0611,61.92,92,89,14.41,IE,1690821118
463,tokmok,42.8417,75.3016,74.1,38,71,6.76,KG,1690821118
464,kulhudhuffushi,6.6221,73.07,83.14,76,100,14.23,MV,1690821118
465,montepuez,-13.1256,38.9997,75.11,42,29,8.39,MZ,1690821119
466,timberlake,37.3207,-79.2575,85.71,58,40,4.61,US,1690821119
467,asau,46.4333,26.4,69.28,88,99,1.7,RO,1690821124
468,kone,-21.0595,164.8658,59.85,89,24,5.35,NC,1690821125
469,gogrial,8.5332,28.1004,77.22,75,64,5.61,SS,1690821125
470,noumea,-22.2763,166.4572,66.0,99,37,8.46,NC,1690820893
471,misawa,40.6836,141.3597,72.61,90,100,3.53,JP,1690821126
472,polyarnyy,69.1989,33.4478,54.07,87,80,10.54,RU,1690821126
473,darwin,-12.4611,130.8418,71.58,83,4,2.3,AU,1690821126
474,sakata,38.9167,139.855,75.96,87,100,3.2,JP,1690821127
475,tosontsengel,48.7567,98.2839,57.92,90,100,3.11,MN,1690821127
476,upington,-28.4478,21.2561,57.58,41,0,4.61,ZA,1690821127
477,tomatlan,19.9333,-105.25,87.1,67,100,2.68,MX,1690821128
478,mount pearl,47.5166,-52.7813,69.33,79,75,5.75,CA,1690821128
479,bandar abbas,27.1865,56.2808,96.78,49,75,9.22,IR,1690821129
480,meiktila,20.8667,95.8667,77.11,89,100,14.9,MM,1690821129
481,binka,21.0333,83.8,78.17,95,100,7.7,IN,1690821130
482,anjiang,27.3194,110.1031,77.54,87,31,2.55,CN,1690821130
483,tenno,39.9,139.9667,76.26,82,100,4.72,JP,1690821130
484,paramonga,-10.6667,-77.8333,71.64,69,46,10.58,PE,1690821130
485,mbekenyera,-10.0,38.9833,72.3,62,10,6.91,TZ,1690821131
486,alakurtti,66.9672,30.3491,65.5,75,100,4.12,RU,1690821131
487,bubaque,11.2833,-15.8333,81.21,75,87,9.66,GW,1690821131
488,horta,38.5333,-28.6333,80.24,87,40,14.0,PT,1690821131
489,al bawiti,28.3492,28.8659,92.12,16,0,8.72,EG,1690821132
490,bathsheba,13.2167,-59.5167,88.41,79,20,10.36,BB,1690821132
491,miquelon,47.0975,-56.3814,69.8,89,44,5.17,PM,1690821132
492,howrah,22.5892,88.3103,84.2,89,75,5.75,IN,1690821132
493,veraval,20.9,70.3667,81.07,88,95,18.28,IN,1690821133
494,huanuni,-18.2667,-66.85,48.69,9,0,12.19,BO,1690821134
495,pitimbu,-7.4706,-34.8086,84.79,67,7,15.95,BR,1690821134
496,ouesso,1.6136,16.0517,81.12,70,72,2.21,CG,1690821134
497,beroroha,-21.6667,45.1667,71.8,29,3,5.66,MG,1690821134
498,karis,60.0718,23.6616,69.12,73,62,9.82,FI,1690821135
499,liwale,-9.7667,37.9333,71.37,33,2,1.77,TZ,1690821135
500,zamboanguita,9.1025,123.1996,80.58,85,24,11.1,PH,1690821135
501,nogliki,51.8333,143.1667,56.28,93,87,8.52,RU,1690821136
502,ascension,30.2169,-90.9001,98.2,56,0,10.36,US,1690821136
503,surgut,61.25,73.4167,69.98,77,0,7.0,RU,1690821136
504,atar,20.5169,-13.0499,100.9,20,94,10.27,MR,1690821136
505,laguna,38.421,-121.4238,88.97,56,0,3.44,US,1690821137
506,salaga,8.5508,-0.5188,80.55,84,94,4.5,GH,1690821137
507,rio brilhante,-21.8019,-54.5464,88.23,31,0,3.65,BR,1690821137
508,ak'ordat,15.5486,37.8867,75.43,75,95,26.49,ER,1690821138
509,puerto quijarro,-17.7833,-57.7667,99.77,17,0,4.65,BO,1690821138
510,ormara,25.2088,64.6357,82.15,86,36,14.79,PK,1690821138
511,kanchipuram,12.8333,79.7167,86.49,57,99,4.43,IN,1690821138
512,joshimath,30.5667,79.5667,71.55,90,50,0.51,IN,1690821139
513,acapulco de juarez,16.8634,-99.8901,87.62,66,20,4.61,MX,1690821095
514,kyshtovka,56.555,76.6271,61.38,94,28,4.07,RU,1690821139
515,paciran,-6.8767,112.3761,77.45,80,67,11.74,ID,1690821140
516,akureyri,65.6835,-18.0878,57.13,67,20,13.8,IS,1690821140
517,taksimo,56.3444,114.8794,64.96,73,51,3.62,RU,1690821140
518,oppdal,62.5943,9.6912,62.02,66,99,4.65,NO,1690821140
519,kirensk,57.7853,108.1119,60.87,95,2,2.93,RU,1690821141
520,villa la venta,18.1,-94.05,85.35,71,76,10.63,MX,1690821141
521,villa tecolutilla,18.2833,-93.3167,86.94,66,95,7.11,MX,1690821141
522,columbia falls,48.3725,-114.1815,77.81,41,0,3.44,US,1690821147
523,san mariano,7.5,126.0,72.7,87,27,2.82,PH,1690821147
524,saldanha,-33.0117,17.9442,53.65,75,11,8.84,ZA,1690821147
525,cozumel,20.5083,-86.9458,79.95,94,75,5.99,MX,1690820902
526,san julian,21.0167,-102.1667,72.77,47,92,9.31,MX,1690821148
527,popovo,43.35,26.2333,75.72,70,72,3.74,BG,1690821148
528,selfoss,63.9331,-20.9971,57.83,75,90,10.02,IS,1690821149
529,bryne,58.7354,5.6477,64.06,88,20,11.5,NO,1690821149
530,soverato marina,38.685,16.5499,89.15,53,9,4.97,IT,1690821149
531,rugaji,57.0,27.1333,68.22,66,86,6.15,LV,1690821149
532,hoemul-li,41.4339,129.67,74.91,76,54,4.21,KP,1690821150
533,north bay,46.3168,-79.4663,69.94,52,75,8.05,CA,1690821150
534,tegueste,28.5167,-16.3167,85.08,68,0,16.11,ES,1690821151
535,harda khas,22.3333,77.1,78.6,88,100,7.63,IN,1690820991
536,dullewala,31.8359,71.4362,99.91,32,0,8.66,PK,1690821152
537,trashi yangtse,27.6116,91.498,69.84,95,90,0.83,BT,1690821152
538,tavricheskoye,54.5851,73.6395,66.11,64,55,2.21,RU,1690821153
539,linqiong,30.4159,103.4609,84.02,92,93,5.35,CN,1690821153
540,sulphur,30.2366,-93.3774,94.98,58,0,9.22,US,1690821153
541,saint-denis,48.9167,2.3333,68.49,88,100,16.11,FR,1690821153
542,new norfolk,-42.7826,147.0587,45.72,94,21,11.61,AU,1690821154
543,opuwo,-18.0607,13.84,70.0,17,71,6.96,NA,1690821154
544,nagqu,31.5,92.0,45.43,89,100,1.97,CN,1690821154
545,kavaratti,10.5669,72.642,82.8,78,87,16.71,IN,1690821154
546,alma,48.5501,-71.6491,65.1,53,51,8.72,CA,1690821111
547,north bend,43.4065,-124.2243,66.24,82,0,4.61,US,1690821155
548,russellville,35.2784,-93.1338,80.74,74,0,0.0,US,1690821155
549,tocoa,15.6833,-86.0,83.82,72,70,4.27,HN,1690821155
550,sao joao da barra,-21.6403,-41.0511,75.29,73,73,9.84,BR,1690821156
551,semenov,56.7875,44.493,61.36,86,76,7.16,RU,1690821156
552,araguaina,-7.1911,-48.2072,101.88,18,0,6.62,BR,1690821156
553,itoman,26.1247,127.6694,83.17,92,75,24.16,JP,1690821157
554,lungani,47.1833,27.15,75.25,72,100,3.44,RO,1690821157
